2580,Economic and Financial Affairs,2004-05-11,2004-05-11,Andrzej Raczko,MF,MF,bezp.,1,Marek Belka 1
2581,General Affairs,2004-05-17,2004-05-17,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 1
2582,External Relations,2004-05-17,2004-05-17,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 1
2582,External Relations,2004-05-17,2004-05-17,Jerzy Szmajdziński,MND,MND,DLA,1,Marek Belka 1
2583,Competitiveness,2004-05-17,2004-05-17,Krzysztof Krystowski,MND,Under-Secretary of State,-,0,Marek Belka 1
2583,Competitiveness,2004-05-17,2004-05-17,Jaroslaw Pietras,MFA,"State Secretary, Office of the Committee for European Integration",-,0,Marek Belka 1
2584,Agriculture and Fisheries,2004-05-24,2004-05-24,Jerzy Plewa,MARD,Deputy State Secretary,-,0,Marek Belka 1
2585,"Education, Youth, Culture and Sport",2004-05-27,2004-05-27,Miroslaw Sawicki,MNES,MNES,bezp.,1,Marek Belka 1
2585,"Education, Youth, Culture and Sport",2004-05-27,2004-05-27,Maciej Klimczak,MK,State Secretary,-,1,Marek Belka 1
2586,"Employment, Social Policy, Health and Consumer Affairs",2004-06-01,2004-06-01,Krzysztof Pater,MEALSP,Deputy State Secretary,DLA,0,Marek Belka 1
2586,"Employment, Social Policy, Health and Consumer Affairs",2004-06-01,2004-06-01,Wiktor Maslowski,MH,Deputy State Secretary,-,0,Marek Belka 1
2587,Economic and Financial Affairs,2004-06-02,2004-06-02,Andrzej Raczko,MF,MF,bezp.,1,Marek Belka 1
2588,Justice and Home Affairs,2004-06-08,2004-06-08,Ryszard Kalisz,MIA,MIA,DLA,1,Marek Belka 1
2589,"Transport, Telecommunications and Energy",2004-06-10,2004-06-10,Wojciech Halka,Min Infras,Deputy State Secretary,-,0,Marek Belka 1
2590,General Affairs,2004-06-14,2004-06-14,Jaroslaw Pietras,MFA,"State Secretary, Office of the Committee for European Integration",-,0,Marek Belka 2
2591,External Relations,2004-06-14,2004-06-14,Jaroslaw Pietras,MFA,"State Secretary, Office of the Committee for European Integration",-,0,Marek Belka 2
2592,Agriculture and Fisheries,2004-06-21,2004-06-21,Wojciech Olejniczak,MARD,MARD,DLA,1,Marek Belka 2
2593,Environment,2004-06-28,2004-06-28,Krysztof Szamalek,MtE,State Secretary,-,0,Marek Belka 2
2594,Economic and Financial Affairs,2004-07-05,2004-07-05,Andrzej Raczko,MF,MF,bezp.,1,Marek Belka 2
2595,Heads of State or Government,2004-06-29,2004-06-29,Marek Belka,MF,Prime Minister,DLA,1,Marek Belka 2
2596,General Affairs,2004-07-12,2004-07-12,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 2
2597,External Relations,2004-07-12,2004-07-12,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 2
2598,Economic and Financial Affairs,2004-07-16,2004-07-16,Igor Adam Chalupec,MF,Deputy State Secretary,-,0,Marek Belka 2
2599,Agriculture and Fisheries,2004-07-19,2004-07-19,Wojciech Olejniczak,MARD,MARD,DLA,1,Marek Belka 2
2600,Justice and Home Affairs,2004-07-19,2004-07-19,Ryszard Kalisz,MIA,MIA,DLA,1,Marek Belka 2
2600,Justice and Home Affairs,2004-07-19,2004-07-19,Marek Sadowski,MJ,MJ,bezp.,1,Marek Belka 2
2601,External Relations,2004-07-26,2004-07-26,Jaroslaw Pietras,MFA,"State Secretary, Office of the Committee for European Integration",-,0,Marek Belka 2
2601,External Relations,2004-07-26,2004-07-26,Jan Truszczyński,MFA,Deputy State Secretary,-,0,Marek Belka 2
2601,External Relations,2004-07-26,2004-07-26,Miroslaw F. Zieliński,Ministry of Economic Affairs and Labour,Deputy State Secretary,-,0,Marek Belka 2
2602,General Affairs,2004-07-26,2004-07-26,Jaroslaw Pietras,MFA,"State Secretary, Office of the Committee for European Integration",-,0,Marek Belka 2
2602,General Affairs,2004-07-26,2004-07-26,Jan Truszczyński,MFA,Deputy State Secretary,-,0,Marek Belka 2
2602,General Affairs,2004-07-26,2004-07-26,Miroslaw F. Zieliński,Ministry of Economic Affairs and Labour,Deputy State Secretary,-,0,Marek Belka 2
2603,General Affairs,2004-09-13,2004-09-13,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 2
2604,External Relations,2004-09-13,2004-09-13,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 2
2605,Competitiveness,2004-09-24,2004-09-24,Jerzy Hausner,MEAL,MEAL,DLA,1,Marek Belka 2
2605,Competitiveness,2004-09-24,2004-09-24,Michal Kleiber,Ministry for Science and Information Technology,MSIT,bezp.,1,Marek Belka 2
2606,"Employment, Social Policy, Health and Consumer Affairs",2004-10-04,2004-10-04,Krzysztof Pater,Ministry for Social Policy,MSP,DLA,1,Marek Belka 2
2607,"Transport, Telecommunications and Energy",2004-10-07,2004-10-07,Krzysztof Opawski,Ministry for Infrastructure,MI,bezp.,1,Marek Belka 2
2608,General Affairs,2004-10-11,2004-10-11,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 2
2609,External Relations,2004-10-11,2004-10-11,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 2
2610,Environment,2004-10-14,2004-10-14,Krysztof Szamalek,MtE,State Secretary,-,0,Marek Belka 2
2611,Agriculture and Fisheries,2004-10-18,2004-10-18,Jozef Jerzy Pilarczyk,MARD,State Secretary,bezp.,0,Marek Belka 2
2612,Economic and Financial Affairs,2004-10-21,2004-10-21,Miroslaw Gronicki,MF,MF,bezp.,1,Marek Belka 2
2613,Justice and Home Affairs,2004-10-25,2004-10-25,Ryszard Kalisz,Ministry for Internal Affairs and Administration,MIAA,DLA,1,Marek Belka 2
2613,Justice and Home Affairs,2004-10-25,2004-10-25,Sylweriusz Królak,MS,Deputy State Secretary,-,1,Marek Belka 2
2614,General Affairs,2004-11-02,2004-11-02,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 2
2615,External Relations,2004-11-02,2004-11-02,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 2
2616,"Education, Youth, Culture and Sport",2004-11-15,2004-11-15,Miroslaw Sawicki,MNES,MNES,bezp.,1,Marek Belka 2
2616,"Education, Youth, Culture and Sport",2004-11-15,2004-11-15,Ryszard Mikliński,MK,Deputy State Secretary,-,1,Marek Belka 2
2617,Economic and Financial Affairs,2004-11-16,2004-11-16,Miroslaw Gronicki,MF,MF,bezp.,1,Marek Belka 2
2618,Justice and Home Affairs,2004-11-19,2004-11-19,Pawel Dakowski,MIA,Deputy State Secretary,-,0,Marek Belka 2
2618,Justice and Home Affairs,2004-11-19,2004-11-19,Sylwriusz Krolak,MJ,Deputy State Secretary,-,0,Marek Belka 2
2619,Agriculture and Fisheries,2004-11-22,2004-11-22,Wojciech Olejniczak,MARD,MARD,DLA,1,Marek Belka 2
2620,Heads of State or Government,2004-11-05,2004-11-05,Marek Belka,MARD,Prime Minister,DLA,1,Marek Belka 2
2621,General Affairs,2004-11-22,2004-11-22,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 2
2622,External Relations,2004-11-23,2004-11-23,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 2
2622,External Relations,2004-11-23,2004-11-23,Jan Truszczyński,MFA,Deputy State Secretary,-,1,Marek Belka 2
2623,Economic and Financial Affairs,2004-11-25,2004-11-25,Wieslaw Szczuka,MF,Deputy State Secretary,-,0,Marek Belka 2
2624,"Employment, Social Policy, Health and Consumer Affairs",2004-12-06,2004-12-06,Pawel Sztwiertnia,MZ,Deputy State Secretary,-,0,Marek Belka 2
2624,"Employment, Social Policy, Health and Consumer Affairs",2004-12-06,2004-12-06,Rafal Baniak,Ministry of Social Policy,Deputy State Secretary,-,0,Marek Belka 2
2625,"Transport, Telecommunications and Energy",2004-11-29,2004-11-29,Jacek Piechota,MEAL,State Secretary,DLA,0,Marek Belka 2
2626,Justice and Home Affairs,2004-12-02,2004-12-02,Ryszard Kalisz,MIA,MIA,DLA,1,Marek Belka 2
2626,Justice and Home Affairs,2004-12-02,2004-12-02,Sylweriusz Królak,MS,Deputy State Secretary,-,1,Marek Belka 2
2627,"Employment, Social Policy, Health and Consumer Affairs-  xx",2004-12-03,2004-12-03,data nejsou k dispozici,MS,Deputy State Secretary,-,1,Marek Belka 2
2628,Economic and Financial Affairs,2004-12-07,2004-12-07,Miroslaw Gronicki,MF,MF,bezp.,1,Marek Belka 2
2629,"Transport, Telecommunications and Energy",2004-12-09,2004-12-09,Wojciech Halka,MI,Deputy State Secretary,-,1,Marek Belka 2
2629,"Transport, Telecommunications and Energy",2004-12-09,2004-12-09,Krzysztof Opawski,MI,MI,bezp.,1,Marek Belka 2
2630,General Affairs,2004-12-13,2004-12-13,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 2
2631,External Relations,2004-12-13,2004-12-13,Wlodzimierz Cimoszewicz,MFA,MFA,DLA,1,Marek Belka 2
2632,Environment,2004-12-20,2004-12-20,Krysztof Szamalek,MtE,State Secretary,-,0,Marek Belka 2
2633,Agriculture and Fisheries,2004-12-21,2004-12-21,Andrzej Kowalski,MARD,Deputy State Secretary,-,0,Marek Belka 2
2634,Economic and Financial Affairs,2005-01-18,2005-01-18,Miroslaw Gronicki,MF,MF,bezp.,1,Marek Belka 2
2635,Agriculture and Fisheries,2005-01-24,2005-01-24,Wojciech Olejniczak,MARD,MARD,DLA,1,Marek Belka 2
2636,General Affairs,2005-01-31,2005-01-31,Jan Truszczyński,MFA,Deputy State Secretary,-,0,Marek Belka 2
2637,External Relations,2005-01-31,2005-01-31,Jan Truszczyński,MFA,Deputy State Secretary,-,0,Marek Belka 2
2638,Economic and Financial Affairs,2005-02-17,2005-02-17,Miroslaw Gronicki,MF,MF,bezp.,1,Marek Belka 2
2639,"Education, Youth, Culture and Sport",2005-02-21,2005-02-21,Ewa Synowiec,MFA,Deputy Perm Repr,-,0,Marek Belka 2
2640,General Affairs,2005-02-21,2005-02-21,Adam Daniel Rotfeld,MFA,MFA,bezp.,1,Marek Belka 2
2640,General Affairs,2005-02-21,2005-02-21,Jan Truszczyński,MFA,Deputy State Secretary,-,1,Marek Belka 2
